,FÄ°YAT,g_degisim,FON ADI
25%,0.13514325,0.0002698184529127788,FYO
50%,0.151887,0.000369519226296393,FYO
75%,0.19856925,0.0006663427387018331,FYO
max,0.219816,0.012339397803060112,FYO
count,1250.0,1250.0,FYT
mean,0.0584685576,0.00046790242135542464,FYT
std,0.011024079793747924,0.000428637026239333,FYT
min,0.043187,-0.002232322096776788,FYT
25%,0.048232500000000005,0.00023905129091076363,FYT
50%,0.055784,0.00033197644197003923,FYT
75%,0.07012875,0.0006399726521021309,FYT
max,0.077507,0.0027398198568444197,FYT
count,1250.0,1250.0,GAE
mean,0.03201126959999997,0.0004049549602730929,GAE
std,0.004773664109606053,0.013213320667709428,GAE
min,0.022707,-0.08187776672042811,GAE
25%,0.02954275,-0.006472201931708744,GAE
50%,0.032579000000000004,0.0006199815525113608,GAE
75%,0.03475475,0.008085952506150039,GAE
max,0.045442,0.053376795354996336,GAE
count,1250.0,1250.0,GAF
mean,0.0711518383999999,0.0005360235296161086,GAF
std,0.014704823546166906,0.013406664270408269,GAF
min,0.050767,-0.0917424366434025,GAF
25%,0.060284000000000004,-0.005218079426101804,GAF
50%,0.06827550000000002,0.0013973055722243505,GAF
75%,0.07721850000000001,0.007951842534826344,GAF
max,0.118759,0.0668435493110623,GAF
count,1250.0,1250.0,GAK
mean,0.7855152015999991,0.0005816792451056593,GAK
std,0.1764772914518428,0.004653038010963753,GAK
min,0.56747,-0.03170879938815363,GAK
25%,0.65330625,-0.0012808245387458444,GAK
50%,0.6990975,0.0007666834796828828,GAK
75%,0.94528925,0.002782384451994412,GAK
max,1.195645,0.02730473345328458,GAK
count,1250.0,1250.0,GAL
mean,53.576873016799986,0.0005138679539278788,GAL
std,11.037420540963225,0.00039049324111690254,GAL
min,38.713437,1.2142488049844033e-05,GAL
25%,43.30643499999999,0.0002685609814423671,GAL
50%,50.68634,0.000347384184877114,GAL
75%,64.99128675,0.0006201505432455398,GAL
max,73.590274,0.00311242202788258,GAL
count,1250.0,1250.0,GA1
mean,303.3554774528001,0.00044661035106663345,GA1
std,54.94105400708558,0.0017810181314219461,GA1
min,232.557945,-0.009702470582873624,GA1
25%,256.16069925,-8.05280334191217e-05,GA1
50%,273.246048,0.00040984012340255333,GA1
75%,358.35907025,0.0008732106348788706,GA1
max,407.034305,0.028808286345928687,GA1
count,1250.0,1250.0,GBC
mean,0.022317352799999985,0.0009825082272847741,GBC
std,0.009971973185468434,0.012128337748486491,GBC
min,0.010463,-0.08694359497111792,GBC
25%,0.0144085,-0.004308105551337856,GBC
50%,0.020195499999999998,0.0005247324699655561,GBC
75%,0.026272000000000004,0.006464173405552094,GBC
max,0.048913,0.12132515881223226,GBC
count,1250.0,1250.0,GBG
mean,0.03078032159999999,0.0009913655381644012,GBG
std,0.010797017158761711,0.011860501249850419,GBG
min,0.013436000000000002,-0.08317959412849933,GBG
25%,0.0217465,-0.004538145341600415,GBG
50%,0.0317895,0.0011626283766612419,GBG
75%,0.037908,0.007032092587641361,GBG
max,0.055335,0.11805375914211155,GBG
count,1250.0,1250.0,GBL
mean,0.10520108799999985,0.0005376758270856,GBL
std,0.022273456493512426,0.0004901776844611815,GBL
min,0.074802,-0.003677908242530434,GBL
25%,0.08489649999999999,0.0002786293207286777,GBL
50%,0.098898,0.00035849514351880417,GBL
75%,0.12766125,0.0006629939847911519,GBL
max,0.146483,0.004222519401476286,GBL
count,1250.0,1250.0,GHS
mean,1.4397299200000002,0.0007392215514470111,GHS
std,0.3539082484418798,0.012658865393651296,GHS
min,0.912993,-0.08412244399043077,GHS
25%,1.2235047499999998,-0.005701704193824876,GHS
50%,1.4018065,0.0014185213939101014,GHS
75%,1.59215675,0.008113810696182487,GHS
max,2.605539,0.05862197050955122,GHS
count,1250.0,1250.0,GLS
mean,0.021825052000000032,0.000655028064767288,GLS
std,0.005438575106537331,0.004224720740957199,GLS
min,0.013422,-0.02650359983651386,GLS
25%,0.01714825,-0.00032231492858508115,GLS
50%,0.0213915,0.00047306743857351954,GLS
75%,0.026910750000000004,0.0015785794308211894,GLS
max,0.03265,0.033579561949614416,GLS
count,1250.0,1250.0,GL1
mean,45.8620221824,0.0011315629872705323,GL1
std,19.2164576087681,0.012319812798829214,GL1
min,22.512294,-0.07242754212067999,GL1
25%,32.307909,-0.005179977072787531,GL1
50%,39.733590500000005,0.001362954967702491,GL1
75%,55.78454824999999,0.008099726336537666,GL1
max,103.763937,0.0560010773275372,GL1
count,1250.0,1250.0,GMA
mean,0.10724652480000002,0.000962811723754398,GMA
std,0.0365518335503282,0.004698454380002977,GMA
min,0.059298,-0.035931479504201363,GMA
25%,0.0774015,-0.0015194097076251549,GMA
50%,0.0962675,0.00110513228727321,GMA
75%,0.13270625,0.003794920970029338,GMA
max,0.200702,0.018584471013878442,GMA
count,1250.0,1250.0,GMR
mean,0.04522561039999993,0.0012739411560454255,GMR
std,0.022373590279170567,0.0126609553861576,GMR
min,0.023622,-0.09524849808847614,GMR
25%,0.033328500000000004,-0.003051721528149182,GMR
50%,0.036485500000000004,0.002439852951378964,GMR
75%,0.047406250000000004,0.008159916450425625,GMR
max,0.131699,0.0704061813882791,GMR
count,1250.0,1250.0,GPA
mean,1.6825228688000011,0.0007540063078437367,GPA
std,0.5371536906700393,0.007652624823769985,GPA
min,0.973802,-0.05268252179865037,GPA
25%,1.2340452499999999,-0.0025123380803605054,GPA
50%,1.62938,0.0006369191352686788,GPA
75%,2.0493555,0.003807490711935378,GPA
max,2.901901,0.0780182006147027,GPA
count,1250.0,1250.0,GPB
mean,1.5652114808000002,-inf,GPB
std,0.3612362812922668,,GPB
min,0.0,-inf,GPB
25%,1.2582585,-0.00014246304187729388,GPB
50%,1.4750554999999999,0.0006186885351172847,GPB
75%,1.88531575,0.0013830696229145238,GPB
max,2.285539,1.0,GPB
count,1250.0,1250.0,GPF
mean,1.3071416831999998,0.0003699749911088379,GPF
std,0.20850305956647275,0.0015174155286734735,GPF
min,1.041372,-0.018653893513585908,GPF
25%,1.12043625,4.742898846617597e-05,GPF
50%,1.2069115,0.00031140472023529777,GPF
75%,1.5450592499999998,0.0007203033126925711,GPF
max,1.655311,0.015285450665218862,GPF
count,1250.0,1250.0,GPI
mean,1.5572144888000001,0.0006565961131027192,GPI
std,0.37154869005859514,0.0025286714263114784,GPI
min,1.026736,-0.016400782176561362,GPI
25%,1.2395495,-0.0003893803589162185,GPI
50%,1.503584,0.0007061403200263092,GPI
75%,1.8614997500000001,0.0018142992476834641,GPI
max,2.346134,0.013506492955152959,GPI
count,1250.0,1250.0,GPU
mean,1.6273691495999985,0.0007039991028947081,GPU
std,0.407658549121766,0.0038891644207339226,GPU
min,1.014804,-0.027001592587230512,GPU
25%,1.2765695,-0.001158134509022997,GPU
50%,1.6420404999999998,0.0008712952778346724,GPU
75%,1.94281525,0.0028048537078664616,GPU
max,2.476906,0.021750724442266542,GPU
count,1250.0,1250.0,GSP
mean,0.025398852000000034,0.0007873204495476637,GSP
std,0.00751909314528541,0.01116068432858002,GSP
min,0.016134,-0.16913698801720176,GSP
25%,0.02016075,-0.0043477105457314195,GSP
50%,0.023414,0.001473516041430972,GSP
75%,0.0288115,0.006674964855156673,GSP
max,0.04952,0.036714480874316925,GSP
count,1250.0,1250.0,GTA
mean,0.06683019919999995,0.0008172053312896585,GTA
std,0.02903267596392762,0.011448863851416328,GTA
min,0.034188,-0.0708961330734551,GTA
25%,0.043490249999999994,-0.004938533581575779,GTA
50%,0.059830999999999995,0.0009617055046739268,GTA
75%,0.078654,0.006152558733063689,GTA
max,0.146758,0.12436788874841982,GTA
count,1250.0,1250.0,GTF
mean,2.1212490288000003,0.0005574280931235427,GTF
std,0.4601808844627895,0.0010473156894140832,GTF
min,1.492718,-0.006898206567919254,GTF
25%,1.7249629999999998,0.00026235466910883953,GTF
50%,1.9767025,0.00046768204632236936,GTF
75%,2.5830017499999998,0.0008620144366310822,GTF
max,2.998066,0.014521186343521456,GTF
count,1250.0,1250.0,GTL
mean,0.01741386639999998,0.0005150692826117118,GTL
std,0.0035972111142371596,0.0003919678972240481,GTL
min,0.01258,0.0,GTL
25%,0.014064,0.0002757775562396901,GTL
50%,0.016467,0.000360095394280788,GTL
75%,0.02112825,0.0006204608508214828,GTL
max,0.02395,0.0033408248800337746,GTL
count,1250.0,1250.0,GUH
mean,0.02111939759999998,0.0010074826270853603,GUH
std,0.007449018792639246,0.012233601517148017,GUH
min,0.010025,-0.09815209952091468,GUH
25%,0.014813999999999999,-0.004890787358407409,GUH
50%,0.0210055,0.0014139355297577735,GUH
75%,0.025377499999999997,0.0067028347299201985,GUH
max,0.039379,0.11964881474978052,GUH
count,1250.0,1250.0,GYK
mean,0.014242816800000009,0.0005609999648268972,GYK
std,0.0032028088754391575,0.0005064826602234384,GYK
min,0.009948,-0.003274576743537948,GYK
25%,0.011321000000000001,0.0002848935253827211,GYK
50%,0.0133955,0.0004033396687253175,GYK
75%,0.01750025,0.0007128221286272227,GYK
max,0.020061,0.00402219140083211,GYK
count,1250.0,1250.0,GYL
mean,2.211469241599997,0.00048024943541057573,GYL
std,0.42901042963907193,0.00039417597184617577,GYL
min,1.632117,-0.0014779534536776186,GYL
25%,1.812843,0.0002513950471179459,GYL
50%,2.094086,0.00032249462813739257,GYL
75%,2.66475875,0.0006119593696977501,GYL
max,2.974738,0.002865396764546457,GYL
count,1250.0,1250.0,HBF
mean,2.059200374400001,0.000807880672863164,HBF
std,0.8721447043411773,0.011589492157001205,HBF
min,1.0503360000000002,-0.07179187374876421,HBF
25%,1.3480812500000001,-0.004935792589374207,HBF
50%,1.875992,0.0009050947021063035,HBF
75%,2.43448475,0.006177227819712295,HBF
max,4.446835,0.13015879632427865,HBF
count,1250.0,1250.0,HBU
mean,0.09181083280000002,0.00041290603456488843,HBU
std,0.014237732748155176,0.014015198087837544,HBU
min,0.06430599999999999,-0.08654392475913007,HBU
25%,0.08360575,-0.006740582786740891,HBU
50%,0.0934435,0.0006504009243036507,HBU
75%,0.09977575,0.00858634674558088,HBU
max,0.132258,0.055222535888041366,HBU
count,1250.0,1250.0,HKV
mean,82.86607106959997,0.0005287412407980379,HKV
std,17.705045682049057,0.00041306646721098655,HKV
min,59.08524300000001,-0.0008487088021702167,HKV
25%,66.484194,0.0002852808026325792,HKV
50%,78.236299,0.00036684235315736114,HKV
75%,101.1685425,0.0006502720224120346,HKV
max,114.425246,0.0033303590952367327,HKV
count,1250.0,1250.0,HLL
mean,0.04818348319999998,0.0005259969022654356,HLL
std,0.010142228140356467,0.0003993290137056537,HLL
min,0.034546,-0.000822297238812351,HLL
25%,0.038777000000000006,0.000270181775348585,HLL
50%,0.045509,0.00035535258032006405,HLL
75%,0.058635,0.0006254855126783725,HLL
max,0.066673,0.003385061766386806,HLL
count,1250.0,1250.0,HOA
mean,0.016296393599999973,0.0005457053502453971,HOA
std,0.0032331965109503903,0.004469150418075598,HOA
min,0.011378,-0.029284343295859792,HOA
25%,0.01379225,-0.0013745030958387007,HOA
50%,0.0156725,0.0006737256573428514,HOA
75%,0.018905500000000002,0.002673683912805896,HOA
max,0.023153,0.027890603845112456,HOA
count,1250.0,1250.0,HOB
mean,0.01736739680000002,0.0005129480606940043,HOB
std,0.0035142814839492437,0.0006512834607517066,HOB
min,0.012478,-0.015921838248597817,HOB
25%,0.01414125,0.00028533237363060834,HOB
50%,0.016632,0.0003851066557902349,HOB
75%,0.020923249999999997,0.0006338429525871474,HOB
max,0.023693,0.003208180861196128,HOB
count,1250.0,1250.0,HOY
mean,0.02618016720000001,0.0008041373428564619,HOY
std,0.00846323435278808,0.009784974513364427,HOY
min,0.014155,-0.07396199401275548,HOY
25%,0.018932499999999998,-0.00310691389234643,HOY
50%,0.026249,0.000646265768261031,HOY
75%,0.031438999999999995,0.0046996636652904015,HOY
max,0.046773,0.12732164554764805,HOY
count,1250.0,1250.0,HPD
mean,0.020900712800000023,0.0006167049482024408,HPD
std,0.004619726409214396,0.003426429238631773,HPD
min,0.014505,-0.02762288310615452,HPD
25%,0.0173105,-0.0008229351812197739,HPD
50%,0.019672000000000002,0.000667129713487802,HPD
75%,0.024598500000000002,0.0022632942198015553,HPD
max,0.031518,0.0250099245732434,HPD
count,1250.0,1250.0,HPO
mean,0.020498842400000005,0.0005078519641441389,HPO
std,0.004026060611167953,0.0007484740429487376,HPO
min,0.014836000000000004,-0.0103244837758113,HPO
25%,0.0169225,0.00020341080167963883,HPO
50%,0.019623,0.0004677190565620758,HPO
75%,0.0245445,0.0008026947900578404,HPO
max,0.027988,0.004768290865742667,HPO
count,1250.0,1250.0,HPT
mean,0.017379466400000012,0.00047912244277735396,HPT
std,0.0033887616899250864,0.0004214173937673797,HPT
min,0.012868,-0.0008678672163158306,HPT
25%,0.014211999999999999,0.00022817164842589771,HPT
50%,0.0164535,0.0003351880645922254,HPT
75%,0.020935500000000003,0.0006052926997491652,HPT
max,0.02342,0.003179487179487157,HPT
count,1250.0,1250.0,HSA
mean,76.59153469199994,0.0009669861823329106,HSA
std,25.888189312727988,0.0063664501785133144,HSA
min,42.501072,-0.04705348036502751,HSA
25%,55.6071665,-0.002098241890454248,HSA
50%,69.907202,0.0012740624878326292,HSA
75%,94.5487975,0.004376916715817602,HSA
max,146.383392,0.02994569115853296,HSA
count,1250.0,1250.0,HSL
mean,56.655684176,0.0005149003934386024,HSL
std,11.797076964852309,0.0004028770281063033,HSL
min,41.053943,-0.00025955201303718567,HSL
25%,45.612679750000005,0.00025958103944703065,HSL
50%,53.469927,0.0003458009020988112,HSL
75%,68.858506,0.0006175081999820715,HSL
max,78.141133,0.0037788523313666686,HSL
count,1250.0,1250.0,HST
mean,0.19847119679999983,0.00040852928403910444,HST
std,0.03356272413975086,0.002662247322325617,HST
min,0.157244,-0.02482224552588824,HST
25%,0.17195850000000001,-0.0006627125547716989,HST
50%,0.1813685,0.000332768961005213,HST
75%,0.23549974999999998,0.001404712201249817,HST
max,0.26252600000000004,0.022567423360496608,HST
count,1250.0,1250.0,HTT
mean,0.4585125583999994,0.00035257242944702807,HTT
std,0.07651309526985824,0.006279839855109538,HTT
min,0.332854,-0.03939541201681557,HTT
25%,0.4050935,-0.002023856586661958,HTT
50%,0.421745,0.00020811080537792712,HTT
75%,0.5454075,0.002838258010141203,HTT
max,0.607241,0.04875958162501552,HTT
count,1250.0,1250.0,HVS
mean,0.0461714032,0.0009748688205020824,HVS
std,0.016235868849484702,0.013828188198537502,HVS
min,0.023802,-0.09026172391017176,HVS
25%,0.03458875,-0.005648899872914175,HVS
50%,0.0437645,0.0015452177948632015,HVS
75%,0.05463275,0.0086294683063074,HVS
max,0.097427,0.06356657868756671,HVS
count,1250.0,1250.0,IAT
mean,0.030236155999999993,0.00042598450036459613,IAT
std,0.005482619931959418,0.0007275680297917562,IAT
min,0.023344,-0.0083546372189865,IAT
25%,0.0250185,0.00016201288553017036,IAT
50%,0.0283075,0.00037581170759117807,IAT
75%,0.03606825,0.00068135272804037,IAT
max,0.039759,0.00828406434758714,IAT
count,1250.0,1250.0,IBK
mean,0.01842870880000002,0.0005028101369970867,IBK
std,0.003689137322484741,0.000680629148600617,IBK
min,0.013323,-0.015731701148262545,IBK
25%,0.015019999999999999,0.0002710761761397389,IBK
50%,0.0175715,0.0003667055798604788,IBK
75%,0.022240000000000003,0.0006703217300540827,IBK
max,0.02498,0.003726231574332954,IBK
count,1250.0,1250.0,ICA
mean,0.02239820399999999,0.0009158942938166681,ICA
std,0.010784573138358577,0.012553613686238132,ICA
min,0.01026,-0.07183716908341109,ICA
25%,0.01314925,-0.00497401622888391,ICA
50%,0.0212915,0.0009570566587465462,ICA
75%,0.02773075,0.006130330963644105,ICA
max,0.05011,0.191628187111022,ICA
count,1250.0,1250.0,ICC
mean,0.09206517919999989,0.0005787801200155405,ICC
std,0.01799302068766278,0.005740038456452597,ICC
min,0.064827,-0.035098377361448774,ICC
25%,0.0800625,-0.002017392529225863,ICC
50%,0.08815200000000001,0.0007367252410776265,ICC
75%,0.10488975,0.0036958503142973413,ICC
max,0.136383,0.026134653657589442,ICC
count,1250.0,1250.0,ICD
mean,14.526498770399977,0.000517863950623928,ICD
std,2.8629877821582856,0.0017090794619723626,ICD
min,10.571266,-0.010584967624126631,ICD
25%,12.100513750000001,-0.00019774623103932567,ICD
50%,13.477780000000001,0.0005362189237586571,ICD
75%,17.439951750000002,0.0013233894693792621,ICD
max,20.224277,0.006873990454799295,ICD
count,1250.0,1250.0,ICE
mean,16.721835295200012,0.000515295793044008,ICE
std,3.4699656123209714,0.00039979629411404947,ICE
min,12.091291,-0.00013304694982692458,ICE
25%,13.5020205,0.0002595592700153676,ICE
50%,15.76305,0.00033992900769764395,ICE
75%,20.31875675,0.0006245215025215146,ICE
max,23.025707,0.0030435059152779434,ICE
count,1250.0,1250.0,ICF
mean,7.979628965600003,0.0006422289529567826,ICF
std,1.74976133729373,0.013024628274975377,ICF
min,5.1027879999999985,-0.0805427599167447,ICF
25%,7.036268000000001,-0.0054074020796199915,ICF
50%,7.8208850000000005,0.0011758070313809745,ICF
75%,8.72994525,0.008126219647590398,ICF
max,13.333294,0.05685227078303521,ICF
count,1250.0,1250.0,IDY
mean,0.021091187199999986,0.0005756711019051228,IDY
std,0.0049359872781525906,0.0015947403504261888,IDY
min,0.014996,-0.010084033613445393,IDY
25%,0.0166645,5.8217098117590836e-05,IDY
50%,0.0191985,0.0005077860261390962,IDY
75%,0.025648999999999998,0.001090707604492896,IDY
max,0.030902,0.010351861295257435,IDY
count,1250.0,1250.0,IGL
mean,76.5378980063999,0.0005206682532567589,IGL
std,16.059613550104526,0.0004008701031341404,IGL
min,55.17135500000001,-0.00012794196353883134,IGL
25%,61.588678,0.00026727059683214903,IGL
50%,72.124663,0.0003617982464656703,IGL
75%,93.18501625,0.0006352723616076997,IGL
max,105.771506,0.0034254218649173033,IGL
count,1250.0,1250.0,IPB
mean,0.02383584320000002,-inf,IPB
std,0.00669016136058304,,IPB
min,0.0,-inf,IPB
25%,0.0183045,0.00023976936363658024,IPB
50%,0.0221485,0.0003683827693442114,IPB
75%,0.028261750000000002,0.0009577760114848385,IPB
max,0.044374,1.0,IPB
count,1084.0,1084.0,IPV
mean,5.616896797970478,0.0018197106423081622,IPV
std,1.767112807469408,0.03149372625959604,IPV
min,3.084895,-0.05898225007163518,IPV
25%,3.97852625,-0.002857551449808474,IPV
50%,5.492858000000001,0.0007332796413438245,IPV
75%,6.786542,0.004615913309703914,IPV
max,9.590711,1.0,IPV
count,1250.0,1250.0,IST
mean,0.023195371199999995,0.0005737037025302594,IST
std,0.005255377852077341,0.00042406414099681387,IST
min,0.015941,-0.0025975189215819115,IST
25%,0.0183835,0.00031348508362007496,IST
50%,0.0219515,0.00040690570196159497,IST
75%,0.028577500000000002,0.0006643802074026095,IST
max,0.032656,0.003409965900340972,IST
count,1250.0,1250.0,IYB
mean,0.5628322192000004,0.0005094585986184137,IYB
std,0.10667444296601153,0.0027194654460320064,IYB
min,0.416167,-0.024078480726523927,IYB
25%,0.47132050000000014,-0.0004807445804195236,IYB
50%,0.5328839999999999,0.0005441785045670077,IYB
75%,0.65655975,0.0016663689687349695,IYB
max,0.790981,0.015554582049339172,IYB
count,1250.0,1250.0,KIS
mean,0.018394391199999992,0.0007400807982711951,KIS
std,0.005980160079347562,0.009557291118768909,KIS
min,0.009741,-0.06764921274258515,KIS
25%,0.013045499999999998,-0.0035024148626927433,KIS
50%,0.019175499999999998,0.00046577553272998695,KIS
75%,0.02294075,0.004777153926285339,KIS
max,0.0316,0.12536752695197648,KIS
count,1250.0,1250.0,KRC
mean,0.019435203200000008,0.0005818797474157014,KRC
std,0.004403526613888137,0.0024064321509945754,KRC
min,0.013534,-0.02449170366908173,KRC
25%,0.015529749999999998,-0.00018216568711345273,KRC
50%,0.018083000000000002,0.0005944667630517707,KRC
75%,0.02372675,0.0014193939286094581,KRC
max,0.028113,0.016151827175449263,KRC
count,1250.0,1250.0,KTM
mean,1.4678636208000002,0.000662459391952002,KTM
std,0.3750342798394845,0.0031224453526983308,KTM
min,1.032737,-0.02016991371075371,KTM
25%,1.1472307499999999,-0.0007686319510718239,KTM
50%,1.369097,0.0006794307859933413,KTM
75%,1.7185772500000003,0.0022618445511026473,KTM
max,2.37562,0.01882115538557326,KTM
count,1250.0,1250.0,KTN
mean,1.3585779712000017,0.0004801993431686635,KTN
std,0.2661249533026911,0.0007600943539938444,KTN
min,1.006649,-0.008072023405543183,KTN
25%,1.10930775,0.00019838743620420547,KTN
50%,1.2869225,0.00038224679530940084,KTN
75%,1.617868,0.0007172474910651424,KTN
max,1.835064,0.005260318158835927,KTN
count,1250.0,1250.0,KUB
mean,0.04389549199999999,0.0009523359999724528,KUB
std,0.01610568192137353,0.009293646556728777,KUB
min,0.021536000000000003,-0.06879244799453252,KUB
25%,0.030329000000000002,-0.003416130820690497,KUB
50%,0.0437665,0.0007526808196329348,KUB
75%,0.054448,0.005021467134257155,KUB
max,0.08040800000000001,0.07740442310989194,KUB
count,1250.0,1250.0,KYA
mean,0.057816711200000065,0.0005886662163185908,KYA
std,0.010906412690468595,0.014048742089250936,KYA
min,0.041096,-0.08892785571142282,KYA
25%,0.04980625,-0.005882009924327711,KYA
50%,0.055344000000000004,0.0012962395369207807,KYA
75%,0.06368825,0.008761754052215479,KYA
max,0.098175,0.0628037835548474,KYA
count,1250.0,1250.0,MAC
mean,0.023299741600000003,0.0011987735359976171,MAC
std,0.011984867099636368,0.013783635264088238,MAC
min,0.011811,-0.08750411590385246,MAC
25%,0.016031499999999997,-0.0044339671798949735,MAC
50%,0.0182465,0.0016685106336134605,MAC
75%,0.02584975,0.008489590165286233,MAC
max,0.064499,0.06139169904219731,MAC
count,1250.0,1250.0,MAD
mean,0.08729381039999998,0.0005035774378267741,MAD
std,0.018164335697346937,0.0037095460757467454,MAD
min,0.060865,-0.0311382582138703,MAD
25%,0.072922,-0.0009164552164754908,MAD
50%,0.08398800000000001,0.0005519616464372073,MAD
75%,0.10638349999999999,0.0020742360868579576,MAD
max,0.115292,0.036151267546616336,MAD
count,1250.0,1250.0,MBL
mean,0.054113885599999925,0.0002833914953835583,MBL
std,0.005876322595221193,0.003078383535256155,MBL
min,0.046138,-0.08519480519480517,MBL
25%,0.0490865,0.000150168672232315,MBL
50%,0.052953,0.0003373705436573258,MBL
75%,0.05998425,0.0006083542375238279,MBL
max,0.06612,0.01836784777150614,MBL
count,1250.0,1250.0,OBP
mean,0.020895168000000002,0.0005203385236230682,OBP
std,0.004259786730032889,0.0023873728739639845,OBP
min,0.015851,-0.016597276921345598,OBP
25%,0.017424000000000002,-0.00022933065326817483,OBP
50%,0.018754,0.00040444319941964507,OBP
75%,0.02531,0.0013988153802309516,OBP
max,0.03048,0.014497546992999247,OBP
count,1250.0,1250.0,OKD
mean,0.02741493199999999,0.0008839046732270351,OKD
std,0.00853938280439049,0.007350577011558137,OKD
min,0.015868,-0.061811469064490976,OKD
25%,0.021529,-0.0024805626608004313,OKD
50%,0.0252075,0.001109427983839793,OKD
75%,0.03356975,0.004670217145481182,OKD
max,0.049947000000000005,0.028932666862687605,OKD
count,1250.0,1250.0,OKT
mean,0.01959454239999996,0.0005912773254334623,OKT
std,0.004620437105841988,0.0004998973876908158,OKT
min,0.013367,-0.002274204028589825,OKT
25%,0.015329249999999999,0.00031563794674703755,OKT
50%,0.018432,0.0004305829937565664,OKT
75%,0.02432475,0.0007448407463891367,OKT
max,0.027989,0.003527049758532886,OKT
count,1250.0,1250.0,OSD
mean,1.4963221855999993,0.0006102767919312849,OSD
std,0.34618155814860274,0.0010753843374954563,OSD
min,1.029613,-0.015338477296892894,OSD
25%,1.1989044999999998,0.0003167848518300558,OSD
50%,1.378226,0.0005682155619244525,OSD
75%,1.826558,0.000903023005472168,OSD
max,2.20847,0.014763340692113266,OSD
count,1250.0,1250.0,OSL
mean,0.021049844799999985,0.0005335003840677502,OSL
std,0.0044012270666788965,0.0004701797416855862,OSL
min,0.015054,-0.0014532698571787144,OSL
25%,0.01703625,0.00027736175822701964,OSL
50%,0.019833,0.00038387992394123515,OSL
75%,0.0254885,0.0006412033764004235,OSL
max,0.029321,0.006970474123758808,OSL
count,1250.0,1250.0,OYL
mean,0.02244223520000001,0.0005108471202552952,OYL
