,FÄ°YAT,g_degisim,FON ADI
mean,1.8112713495999964,0.0007730657099127998,ZPF
std,0.639462731402885,0.00893573202369586,ZPF
min,0.953439,-0.06038197527121548,ZPF
25%,1.24360025,-0.0031325694243437984,ZPF
50%,1.8573065,0.000552867121460735,ZPF
75%,2.22833125,0.004322119060116987,ZPF
max,3.253418,0.1182030245962042,ZPF
count,1250.0,1250.0,ZPG
mean,1.4171212623999991,0.0004989967695472312,ZPG
std,0.3070773905661214,0.0008840251867538961,ZPG
min,1.01713,-0.006156032998226427,ZPG
25%,1.12078875,0.0001981306552295715,ZPG
50%,1.347297,0.00044263270870562174,ZPG
75%,1.7169175,0.000758060188328647,ZPG
max,1.915731,0.008873275116979069,ZPG
count,878.0,878.0,AHU
mean,1.380398888382688,0.001813892673014929,AHU
std,0.2502886457701784,0.033731832778853804,AHU
min,1.000205,-0.0074176053027733705,AHU
25%,1.13677425,0.0003613180281606875,AHU
50%,1.3713795,0.0005015597269298962,AHU
75%,1.613376,0.0008275533917415361,AHU
max,1.80975,1.0,AHU
count,942.0,942.0,DPT
mean,1.1069745828025475,0.001533306155218868,DPT
std,0.1667728700635439,0.03554082143340129,DPT
min,0.862626,-0.0760612225213295,DPT
25%,1.01351325,-0.006710071608813576,DPT
50%,1.075896,0.0015680034566102766,DPT
75%,1.1568637499999999,0.008376470484370015,DPT
max,1.768027,1.0,DPT
count,968.0,968.0,FCV
mean,1.3435737582644622,0.0016228073623139037,FCV
std,0.23714810760706204,0.03214894778686515,FCV
min,1.00026,-0.007649523572644809,FCV
25%,1.11174825,0.000125008753867463,FCV
50%,1.3289665,0.000534438916032811,FCV
75%,1.5461065,0.0010551560423392357,FCV
max,1.772053,1.0,FCV
count,798.0,798.0,HPV
mean,1.278073560150376,0.001796942903370542,HPV
std,0.1716212855075105,0.0353830225017526,HPV
min,1.000822,-0.0009057094451389066,HPV
25%,1.1087150000000001,0.0002800585275231233,HPV
50%,1.302213,0.0004275711007465716,HPV
75%,1.4370679999999998,0.0006060144467992629,HPV
max,1.544926,1.0,HPV
count,1014.0,1014.0,IPI
mean,1.3408559063116354,0.0015186146074202226,IPI
std,0.232222861257636,0.03139065867893109,IPI
min,1.000211,-0.0010540879473091157,IPI
25%,1.11663625,0.0002647792163545052,IPI
50%,1.332338,0.00038145432817565016,IPI
75%,1.574195,0.0006855009642709117,IPI
max,1.716603,1.0,IPI
count,886.0,886.0,KTV
mean,1.2888663171557568,0.0016492003861347136,KTV
std,0.18748205647553554,0.03358165430279365,KTV
min,1.0002,-0.0036504185100979408,KTV
25%,1.09904125,0.000280357872018842,KTV
50%,1.2951825000000001,0.0003959809985932108,KTV
75%,1.4663345,0.0005958089184922999,KTV
max,1.5866360000000002,1.0,KTV
count,937.0,937.0,MPF
mean,1.302823889007471,0.0015983543436604631,MPF
std,0.2072626414817127,0.03265401303957148,MPF
min,1.000259,-0.0010388170774398649,MPF
25%,1.095875,0.00026767359173680795,MPF
50%,1.298838,0.0004031165535517208,MPF
75%,1.49999,0.0006352982969212384,MPF
max,1.645676,1.0,MPF
count,947.0,947.0,MPK
mean,1.3109074857444556,0.0016187538531959715,MPK
std,0.22556331415034436,0.032484660867091765,MPK
min,1.0006959999999998,-0.002925803550071806,MPK
25%,1.082437,0.00024215654757500616,MPK
50%,1.300699,0.00048715120085728963,MPK
75%,1.5191775,0.0007644293401364269,MPK
max,1.705796,1.0,MPK
count,947.0,947.0,MPS
mean,1.2481101055966195,0.0021093310087873024,MPS
std,0.5018584059860423,0.03484494954683351,MPS
min,0.818998,-0.07908469273248925,MPS
25%,0.927683,-0.00390853971251451,MPS
50%,1.015865,0.0021083380901880506,MPS
75%,1.4072355,0.007994743592205762,MPS
max,2.927935,1.0,MPS
count,1018.0,1018.0,YAN
mean,1.448264327111986,-inf,YAN
std,0.3537818644737172,,YAN
min,0.0,-inf,YAN
25%,1.1478315000000001,-0.0014282006998968303,YAN
50%,1.3696795000000002,0.0009385612201157679,YAN
75%,1.6835575,0.0030639198959046365,YAN
max,2.273437,1.0,YAN
count,932.0,932.0,ZPK
mean,1.3175775665236045,0.001616573699963073,ZPK
std,0.21380950978743019,0.03274143595298915,ZPK
min,1.000256,-0.0011079011805997145,ZPK
25%,1.10419325,0.00026323927961289563,ZPK
50%,1.3129375,0.0004181336097365297,ZPK
75%,1.52544275,0.0006345963430962457,ZPK
max,1.6605310000000002,1.0,ZPK
count,611.0,611.0,ELZ
mean,1.2050601440261872,-inf,ELZ
std,0.6104648673341038,,ELZ
min,0.0,-inf,ELZ
25%,1.045099,-0.006390616385863803,ELZ
50%,1.470767,0.0012091356491905055,ELZ
75%,1.612984,0.008981062705500581,ELZ
max,2.008464,1.0,ELZ
count,781.0,781.0,APJ
mean,1.2694771830985918,0.0018754938134362277,APJ
std,0.17087637433757452,0.035851699105706014,APJ
min,0.990592,-0.01637224287038465,APJ
25%,1.12468,-0.00035219746647156326,APJ
50%,1.271241,0.0006389446522850537,APJ
75%,1.412103,0.0016818073162485473,APJ
max,1.596307,1.0,APJ
count,757.0,757.0,GAH
mean,1.3120726842800527,0.0019909992601886747,GAH
std,0.20759633118063084,0.03638434463792574,GAH
min,0.997698,-0.012817639253338372,GAH
25%,1.120605,-0.00027978024533475255,GAH
50%,1.316021,0.0006791136000334209,GAH
75%,1.499889,0.0016458441479857962,GAH
max,1.670982,1.0,GAH
count,609.0,609.0,GPG
mean,1.2856865533661734,0.0024005883387095282,GPG
std,0.17750595272176656,0.04076019794748141,GPG
min,0.967332,-0.02299239222316161,GPG
25%,1.13683,-0.0010878449911374086,GPG
50%,1.335972,0.0008626257878673522,GPG
75%,1.397375,0.002808015920391858,GPG
max,1.634168,1.0,GPG
count,699.0,699.0,IBB
mean,1.3280197582260378,0.0021774826472208894,IBB
std,0.21310893233538172,0.038056426821275434,IBB
min,0.978341,-0.02496650692674539,IBB
25%,1.1585044999999998,-0.0015030884270704828,IBB
50%,1.314694,0.0008667903715641152,IBB
75%,1.483311,0.0028683479208066924,IBB
max,1.7417939999999998,1.0,IBB
count,677.0,677.0,IPJ
mean,1.312757825701625,0.002617219738543752,IPJ
std,0.42144111856159905,0.04146090828145049,IPJ
min,0.902119,-0.08244870621693788,IPJ
25%,1.0262870000000002,-0.006702778314187621,IPJ
50%,1.131043,0.0016074870993018624,IPJ
75%,1.3978270000000002,0.009244862365697493,IPJ
max,2.517886,1.0,IPJ
count,752.0,752.0,KRF
mean,1.2965672513297872,0.002070184196006633,KRF
std,0.22530771030524013,0.03678317305027077,KRF
min,0.921878,-0.0518744504599638,KRF
25%,1.0751655,-0.0012685954957628405,KRF
50%,1.294201,0.000956614356354762,KRF
75%,1.467803,0.003021360382658274,KRF
max,1.7665369999999998,1.0,KRF
count,778.0,778.0,ODV
mean,1.627782537275066,0.0008708766856132086,ODV
std,0.31133951746913996,0.0053569156425366075,ODV
min,1.218986,-0.04652937546333803,ODV
25%,1.3937844999999998,-0.0007472084710586511,ODV
50%,1.560724,0.0008487691376282303,ODV
75%,1.7440940000000003,0.002659638107061402,ODV
max,2.468597,0.02422881447675049,ODV
count,785.0,785.0,OHB
mean,1.1379391197452218,0.0019302817917146407,OHB
std,0.230425923368798,0.038308126168939007,OHB
min,0.832239,-0.08494590835291149,OHB
25%,0.966139,-0.006389361578853555,OHB
50%,1.054923,0.0014707526832350064,OHB
75%,1.264983,0.008628798602597305,OHB
max,1.859078,1.0,OHB
count,742.0,742.0,OTF
mean,1.2360180323450147,0.0018565398479786371,OTF
std,0.1415700584345798,0.03669477330788101,OTF
min,0.993366,-0.002478441984122745,OTF
25%,1.1027572499999998,0.000253817508173711,OTF
50%,1.270054,0.00040156354720081576,OTF
75%,1.3620994999999998,0.0005747550389036515,OTF
max,1.453107,1.0,OTF
count,599.0,599.0,RBA
mean,1.2909943689482464,0.002374056312837205,RBA
std,0.3257131821370842,0.041988331193256186,RBA
min,0.8636459999999999,-0.0324335819753845,RBA
25%,1.0179055,-0.004980180270658807,RBA
50%,1.152166,0.0006720944034138496,RBA
75%,1.5535009999999998,0.006271317857014865,RBA
max,2.0227060000000003,1.0,RBA
count,599.0,599.0,RBH
mean,1.3964622454090148,0.0033663019413349136,RBH
std,0.5393904239683944,0.04277466247202989,RBH
min,0.894524,-0.09221822704148723,RBH
25%,0.9939045,-0.003564868342328825,RBH
50%,1.163929,0.002337512595922692,RBH
75%,1.6407005,0.008096261231202412,RBH
max,2.905221,1.0,RBH
count,599.0,599.0,RBK
mean,1.098297345575959,0.0020119251362206423,RBK
std,0.13192451093661603,0.04122453878730955,RBK
min,0.898864,-0.02980736670810128,RBK
25%,0.9900065,-0.002254608070285349,RBK
50%,1.044451,0.00031531826932491364,RBK
75%,1.207783,0.0027318256418644334,RBK
max,1.358451,1.0,RBK
count,599.0,599.0,RBT
mean,1.1986059599332233,0.0021642456258715525,RBT
std,0.09816246472268907,0.040841736732855086,RBT
min,1.0,-0.0017253499851824026,RBT
25%,1.110044,0.00021349357797005583,RBT
50%,1.230153,0.0004405480417638562,RBT
75%,1.2832374999999998,0.0006126603739276142,RBT
max,1.345186,1.0,RBT
count,598.0,598.0,RBV
mean,1.2108415100334449,0.002203225219329205,RBV
std,0.10314762215085692,0.040874189199736656,RBV
min,1.000369,-0.0019764510404842103,RBV
25%,1.122047,0.0002536060111653621,RBV
50%,1.2378939999999998,0.0004649719443650851,RBV
75%,1.29400925,0.0005729983402479368,RBV
max,1.374449,1.0,RBV
count,705.0,705.0,TPC
mean,1.2736522723404258,0.0020982951495155974,TPC
std,0.1958801912200709,0.037829396128822274,TPC
min,1.00071,-0.035877750721500734,TPC
25%,1.0908870000000002,-0.0005484267298177184,TPC
50%,1.251821,0.0007352404868087553,TPC
75%,1.373227,0.002098846533809315,TPC
max,1.65789,1.0,TPC
count,619.0,619.0,UPH
mean,1.4059159176090472,0.0030898541125787046,UPH
std,0.3791597940148198,0.04205846814704754,UPH
min,0.969518,-0.07918492199652702,UPH
25%,1.1289665,-0.004814232697155309,UPH
50%,1.281175,0.0027136011765598613,UPH
75%,1.5528214999999999,0.008304748326332883,UPH
max,2.6175770000000003,1.0,UPH
count,732.0,732.0,YAC
mean,1.3788696653005459,0.002217155959471635,YAC
std,0.2712621076828417,0.03742919884787947,YAC
min,0.991063,-0.04042114951401552,YAC
25%,1.1662227499999998,-0.0015114358638975297,YAC
50%,1.326398,0.0008531413893725368,YAC
75%,1.574522,0.003468782112834951,YAC
max,1.944836,1.0,YAC
count,456.0,456.0,AGC
mean,1.1511741447368422,0.0027067126926901617,AGC
std,0.15169163003742814,0.04725480666610628,AGC
min,0.949643,-0.03173146332431838,AGC
25%,1.01473175,-0.0027324499468522824,AGC
50%,1.090318,0.0006325967124066086,AGC
75%,1.2993465,0.003590552045257724,AGC
max,1.49834,1.0,AGC
count,313.0,313.0,GKF
mean,1.02310543769968,0.0031242787457419208,GKF
std,0.016976112793954373,0.05660414164514493,GKF
min,0.979667,-0.04453838604967154,GKF
25%,1.013156,-5.273962836141735e-05,GKF
50%,1.016107,0.00016693901574667643,GKF
75%,1.02778,0.00041044599829905047,GKF
max,1.056978,1.0,GKF
count,534.0,534.0,KZL
mean,1.4088728445692875,0.0027061936938723337,KZL
std,0.3357483989400724,0.04449386829432248,KZL
min,0.971172,-0.037281617558421784,KZL
25%,1.121925,-0.005081750906881558,KZL
50%,1.2833085,0.0009127231531343425,KZL
75%,1.7148067499999997,0.006888156461099719,KZL
max,2.1596330000000004,1.0,KZL
count,370.0,370.0,OKP
mean,1.0893081864864855,0.0031512344610543706,OKP
std,0.047219457117332934,0.051965203679616906,OKP
min,1.000492,-0.00043640973332234037,OKP
25%,1.0522745,0.00025128709820692734,OKP
50%,1.090439,0.00033988818767835907,OKP
75%,1.12434,0.0004958374816560857,OKP
max,1.181171,1.0,OKP
count,329.0,329.0,OPB
mean,1.1891575957446803,0.004250064282198185,OPB
std,0.14657592171553915,0.055358361739362,OPB
min,0.972529,-0.023888669629527983,OPB
25%,1.069617,-0.0008540351147045522,OPB
50%,1.166136,0.0016099478207628546,OPB
75%,1.276517,0.00414058571328196,OPB
max,1.497588,1.0,OPB
count,425.0,425.0,TLZ
mean,1.1561904870588227,0.0033438471778660037,TLZ
std,0.1472856925928072,0.0508079424718523,TLZ
min,0.870243,-0.08769154479427492,TLZ
25%,1.051307,-0.004676277919549611,TLZ
50%,1.132057,0.002055835873457509,TLZ
75%,1.22414,0.008814263780502749,TLZ
max,1.5818530000000002,1.0,TLZ
count,404.0,404.0,UPP
mean,1.104994054455445,0.0029458807095461637,UPP
std,0.05374691126911137,0.04972947733078602,UPP
min,1.002088,-8.155298882541313e-05,UPP
25%,1.063878,0.00026040488607791503,UPP
50%,1.105158,0.00035946247299870884,UPP
75%,1.1442355,0.0005226601982020165,UPP
max,1.21202,1.0,UPP
count,208.0,208.0,BGP
mean,1.0385467115384615,0.005234223770316982,BGP
std,0.026552030677429023,0.06930846947127788,BGP
min,1.000504,0.00014801686804150378,BGP
25%,1.01538525,0.00022136548822252302,BGP
50%,1.0333139999999998,0.0003516274501529968,BGP
75%,1.05950925,0.00043315866024927474,BGP
max,1.093355,1.0,BGP
count,40.0,40.0,FFD
mean,0.010134299999999997,0.025601639584122104,FFD
std,7.202748763048026e-05,0.15801682480138293,FFD
min,0.010013,0.00029588716835992365,FFD
25%,0.010077,0.0003938463605723998,FFD
50%,0.0101375,0.000397970366966478,FFD
75%,0.010198,0.0005215390273435032,FFD
max,0.010257,1.0,FFD
count,120.0,120.0,GGK
mean,0.9794464333333333,0.006843547390891071,GGK
std,0.0571479018842952,0.09207501182337338,GGK
min,0.84131,-0.051922355300758234,GGK
25%,0.9435565,-0.007540736355235079,GGK
50%,0.9850415,-0.0021374898974281455,GGK
75%,1.0125264999999999,0.006313481137512495,GGK
max,1.129732,1.0,GGK
count,68.0,68.0,GTZ
mean,0.9932178529411765,0.014067242348756481,GTZ
std,0.023558797799741293,0.12224344421611734,GTZ
min,0.948553,-0.05497659041439057,GTZ
25%,0.97804125,-0.008368629481176178,GTZ
50%,0.9909034999999999,-0.000287860939896711,GTZ
75%,1.0117032499999998,0.009538103432725346,GTZ
max,1.043399,1.0,GTZ
count,43.0,43.0,IDH
mean,1.1182509534883722,0.02872033144492829,IDH
std,0.09059768717245374,0.15216265476227783,IDH
min,0.992294,-0.04953997625334118,IDH
25%,1.035505,0.00029986160474275165,IDH
50%,1.127052,0.006470896800182045,IDH
75%,1.1932255,0.011096482869047285,IDH
max,1.2783799999999998,1.0,IDH
count,52.0,52.0,IDL
mean,1.016596923076923,0.019851868599284124,IDL
std,0.009747516509943108,0.13858777743846,IDL
min,1.0005190000000002,0.00033705523417876834,IDL
25%,1.00824075,0.0004329184557648308,IDL
50%,1.016667,0.00044152335134510544,IDL
75%,1.02473475,0.00047860514320396106,IDL
max,1.033375,1.0,IDL
count,240.0,240.0,IIH
mean,1.2270460208333325,0.006512946091165462,IIH
std,0.26058857234445754,0.06612472903744179,IIH
min,0.809009,-0.07341114794679973,IIH
25%,1.0944757500000002,-0.0036785097753809937,IIH
50%,1.1550485,0.00361651091206316,IIH
75%,1.3756769999999998,0.011316868108840701,IIH
max,1.7764779999999998,1.0,IIH
count,220.0,220.0,IOP
mean,1.0391899409090903,0.004953411573661574,IOP
std,0.026083338300456015,0.06739304430027532,IOP
min,1.000217,-0.0010023117680643325,IOP
25%,1.01750175,0.00021819127437172332,IOP
50%,1.0346125000000002,0.00034010103983118153,IOP
75%,1.05911425,0.0004379128815403895,IOP
max,1.09417,1.0,IOP
count,102.0,102.0,KKH
mean,1.0265405294117647,0.010347519050152885,KKH
std,0.016727379037952256,0.09896095885594935,KKH
min,1.000246,0.00019122267980655632,KKH
25%,1.0120440000000002,0.0003661639377750685,KKH
50%,1.02529,0.0003963513292263176,KKH
75%,1.04062375,0.0004611321739671962,KKH
max,1.057295,1.0,KKH
count,145.0,145.0,KPC
mean,1.1949150137931037,0.009642138616722477,KPC
std,0.1833893255270808,0.08374698340692494,KPC
min,0.917266,-0.05602518789533236,KPC
25%,1.012243,-0.0011550073239480335,KPC
50%,1.165984,0.00359362454424046,KPC
75%,1.352284,0.008879717265938022,KPC
max,1.505001,1.0,KPC
count,195.0,195.0,MKG
mean,1.131204615384615,0.0050624835141659195,MKG
std,0.09320064394041497,0.07265665743488194,MKG
min,0.964349,-0.04003017680186067,MKG
25%,1.0362925,-0.00623056108836067,MKG
50%,1.161798,-0.0002497795832205908,MKG
75%,1.1972725,0.00797293339982533,MKG
max,1.359115,1.0,MKG
count,177.0,177.0,MMH
mean,1.0907087118644072,0.006852104902439513,MMH
std,0.11758402825480481,0.07631905577980129,MMH
min,0.918011,-0.04764975583081258,MMH
25%,0.992473,-0.006489728279453994,MMH
50%,1.046232,0.002872714359969316,MMH
75%,1.203033,0.009801315461482092,MMH
max,1.313464,1.0,MMH
count,140.0,140.0,NNF
mean,1.1889641214285718,0.010523801247222306,NNF
std,0.21865917567437373,0.0851526544965462,NNF
min,0.850136,-0.054618702608072056,NNF
25%,1.004101,-0.0011970083437703935,NNF
50%,1.1619140000000001,0.004750988990620264,NNF
75%,1.3671060000000002,0.011216431218039996,NNF
max,1.6241370000000002,1.0,NNF
count,133.0,133.0,OGD
mean,0.9611689548872182,0.0060222006492287004,OGD
std,0.05546262620284159,0.087523803614878,OGD
min,0.823567,-0.033930388593008474,OGD
25%,0.926148,-0.0076955004265544785,OGD
50%,0.967822,-0.002406581625198699,OGD
75%,0.993489,0.006499432999034657,OGD
max,1.104431,1.0,OGD
count,282.0,282.0,OPH
mean,1.2531061347517725,0.005832723603345428,OPH
std,0.34872283775184143,0.06298789602422394,OPH
min,0.666609,-0.10482290746218306,OPH
25%,1.0567955,-0.004801504076380892,OPH
50%,1.1486785,0.003958139355322054,OPH
75%,1.4160985,0.01411856661496148,OPH
max,2.059773,1.0,OPH
count,282.0,282.0,OPI
mean,1.2788591737588644,0.005921506116001929,OPI
std,0.3290405387510509,0.061735596387725356,OPI
min,0.745624,-0.08813630761994964,OPI
25%,1.05315025,-0.003484734175386099,OPI
50%,1.194145,0.004110474354401427,OPI
75%,1.43254225,0.011138108809493114,OPI
max,2.06145,1.0,OPI
count,127.0,127.0,PPZ
mean,1.033284362204724,0.008447124687057387,PPZ
std,0.02226528433536013,0.08868510539387457,PPZ
min,0.999281,0.0002680508320039488,PPZ
25%,1.01343,0.00037050304855547247,PPZ
50%,1.030994,0.00043403527977042117,PPZ
75%,1.0521479999999999,0.000476648340897571,PPZ
max,1.074757,1.0,PPZ
count,163.0,163.0,VFK
mean,1.0283632024539873,0.006546816645373454,VFK
std,0.020077397603287323,0.07829420023997936,VFK
min,1.00016,-0.00012716692944533163,VFK
25%,1.0100259999999999,0.0002451101323236297,VFK
50%,1.025151,0.0003094524631542599,VFK
75%,1.043816,0.00042955728165552335,VFK
max,1.06963,1.0,VFK
count,196.0,196.0,YPV
mean,1.136395372448979,0.006184813915344196,YPV
std,0.08496225803713235,0.07153361578526013,YPV
min,0.996687,-0.02269563280759657,YPV
25%,1.0646390000000001,-0.0013800143775760665,YPV
50%,1.124671,0.0007922610419045608,YPV
75%,1.2269562500000002,0.0042612014897663066,YPV
max,1.276154,1.0,YPV
count,173.0,173.0,ZAY
mean,1.0293318034682075,0.006173703317887565,ZAY
std,0.01983487143592707,0.07600209342635053,ZAY
min,1.000126,-0.005435627399809996,ZAY
25%,1.011916,0.00022266518610426967,ZAY
50%,1.026618,0.0003389137909832203,ZAY
75%,1.04256,0.00043321961708260944,ZAY
max,1.070619,1.0,ZAY
count,202.0,202.0,ZDD
mean,1.0490160198019793,0.00547228561893301,ZDD
std,0.033820990459054366,0.07042772729954344,ZDD
min,0.99234,-0.014244487965603481,ZDD
25%,1.02415325,-0.0008725884779875434,ZDD
50%,1.0360955,0.0005272472705604497,ZDD
75%,1.0812959999999998,0.001943789161554272,ZDD
max,1.113035,1.0,ZDD
count,202.0,202.0,ZDZ
mean,1.0428315297029702,0.005426466782945996,ZDZ
std,0.041685404751007654,0.07049394988252644,ZDZ
min,0.986109,-0.01662262260842774,ZDZ
25%,1.00423175,-0.0018040316821293996,ZDZ
50%,1.0304630000000001,0.0007416823049755151,ZDZ
75%,1.08233575,0.002659374163154429,ZDZ
max,1.120766,1.0,ZDZ
count,14.0,14.0,FFH
mean,1.0022769285714284,0.07175103498874816,FFH
std,0.001499467826842672,0.2671727914822737,FFH
min,1.000282,-0.0027743742167091203,FFH
25%,1.00061175,-3.836761725667415e-05,FFH
50%,1.0028695,0.00017588968747021813,FFH
75%,1.00329375,0.0008689115981806687,FFH
max,1.004824,1.0,FFH
count,14.0,14.0,FFP
mean,0.9972283571428572,0.07065422358621794,FFP
std,0.004489154273736476,0.2674932657097182,FFP
min,0.988678,-0.0029888396424315395,FFP
25%,0.99505325,-0.0022054052077528172,FFP
50%,0.9985885,-0.0013810445990014584,FFP
75%,1.0001445,0.0008354368735328801,FFP
max,1.003536,1.0,FFP
count,10.0,10.0,GUM
mean,1.0011357000000003,0.09743513961427272,GUM
std,0.009366874909310331,0.31719011906319255,GUM
min,0.986049,-0.013885719675188594,GUM
25%,0.9983267499999999,-0.0033292487938884957,GUM
50%,0.999539,-0.002010095518407834,GUM
75%,1.0023852500000001,0.00274540652684683,GUM
max,1.017673,1.0,GUM
count,24.0,24.0,GZH
mean,0.9727908333333332,0.03795459721001711,GZH
std,0.02739111317430412,0.20552443496781705,GZH
min,0.901376,-0.04194365059642138,GZH
25%,0.9624367500000001,-0.011486724884073823,GZH
50%,0.9724645000000001,-0.0008729744474447454,GZH
75%,0.9933482499999999,0.008195748195885193,GZH
max,1.017729,1.0,GZH
count,24.0,24.0,GZR
mean,0.9658876249999998,0.04023998975199388,GZR
std,0.018675139789506502,0.2048518139699673,GZR
min,0.928122,-0.03794507475119605,GZR
25%,0.95754425,-0.006475361184163738,GZR
50%,0.9674765000000001,-0.0010486254377475221,GZR
75%,0.97529475,0.011607908796404193,GZR
max,1.006991,1.0,GZR
count,2.0,2.0,GZV
mean,0.9981990000000001,0.5009278109067326,GZV
std,0.0013109759723197963,0.7057946584189286,GZV
min,0.997272,0.0018556218134651015,GZV
25%,0.9977355,0.2513917163600988,GZV
50%,0.9981990000000001,0.5009278109067326,GZV
75%,0.9986625,0.7504639054533663,GZV
max,0.999126,1.0,GZV
count,15.0,15.0,HYV
mean,1.0044120666666667,0.06726058452441229,HYV
std,0.002722547952264746,0.2580348317170516,HYV
min,0.999964,0.00040490289773518747,HYV
25%,1.00237,0.0004182967137432192,HYV
50%,1.004282,0.0004240037901559831,HYV
75%,1.0066199999999998,0.0010765149244146251,HYV
max,1.008916,1.0,HYV
count,26.0,26.0,ICZ
mean,1.0837206923076925,0.042702601757745214,ICZ
std,0.036697204970154565,0.19613916079235835,ICZ
min,1.011292,-0.0719801995862717,ICZ
25%,1.0635310000000002,-0.0004260558835682186,ICZ
50%,1.083249,0.006323613342425937,ICZ
75%,1.1142547499999997,0.013612126097226621,ICZ
max,1.139551,1.0,ICZ
count,19.0,19.0,ITP
mean,0.9628123684210528,0.050901209878108616,ITP
std,0.008802205274251362,0.22994545385259826,ITP
min,0.947487,-0.016815000005146456,ITP
25%,0.958225,-0.005154967190010389,ITP
50%,0.962628,-0.0008753906702163892,ITP
75%,0.967059,0.0036608256788390383,ITP
max,0.98791,1.0,ITP
count,17.0,17.0,OFS
mean,0.9989515882352942,0.0587215222506913,OFS
std,0.0019934562654728492,0.24257204333578655,OFS
min,0.995536,-0.0032925597171103572,OFS
25%,0.997488,-0.0015519278057246626,OFS
50%,0.998743,-0.00017246289039777758,OFS
75%,1.000437,0.0021498737748365075,OFS
max,1.00204,1.0,OFS
count,17.0,17.0,OPL
mean,0.9991719411764706,0.05862550952926288,OPL
std,0.0018852588174634115,0.2425939485893438,OPL
min,0.996633,-0.003738875195024936,OPL
25%,0.997581,-0.0011260822040008525,OPL
50%,0.999135,-0.0006262829060722582,OPL
75%,1.000767,0.0017078384274664055,OPL
max,1.002967,1.0,OPL
count,23.0,23.0,PDD
mean,1.0071666956521739,0.04407769605231161,PDD
std,0.004173824509910014,0.20838404419627377,PDD
min,1.000412,0.00038773288891898536,PDD
25%,1.0035020000000001,0.00043516640282263616,PDD
50%,1.006787,0.0004382186263782908,PDD
75%,1.0105455,0.0008129641412055039,PDD
max,1.014306,1.0,PDD
count,19.0,19.0,TE4
mean,0.9999680526315791,0.05249236039267363,TE4
std,0.0024161461387388374,0.22945925632019162,TE4
min,0.994921,-0.005457719758654251,TE4
25%,0.99803,-0.0007984729669626775,TE4
50%,1.000199,-0.000177964585047587,TE4
75%,1.0020265,0.0013957773521723585,TE4
max,1.003522,1.0,TE4
count,29.0,29.0,YZG
mean,1.0204105517241375,0.034250149862109225,YZG
std,0.02134463671441713,0.1870650538243153,YZG
min,0.996894,-0.07710978051672854,YZG
25%,1.009763,-0.008960497379691474,YZG
50%,1.014708,0.002061123444715225,YZG
75%,1.025449,0.013282638946376792,YZG
max,1.108109,1.0,YZG
count,24.0,24.0,YZH
mean,0.9449064166666666,0.03793511440649407,YZH
std,0.027150907751526187,0.20571686805921907,YZH
min,0.903702,-0.047108449466748935,YZH
25%,0.9217124999999999,-0.015440955774112034,YZH
50%,0.9449805,-0.002994549358885626,YZH
75%,0.9622195,0.012157969215406007,YZH
max,1.002942,1.0,YZH
